label,case,pair,cosine_similarity
voyage-4-large@1024,high/reordered-statements,08,0.9842318892478943
voyage-4-large@1024,high/reordered-statements,09,0.9966031312942505
voyage-4-large@1024,high/reordered-statements,10,0.9857966303825378
voyage-4-large@1024,high/refactored-structure,01,0.9920559525489807
voyage-4-large@1024,high/refactored-structure,02,0.9846544861793518
voyage-4-large@1024,high/refactored-structure,03,0.9702734351158142
voyage-4-large@1024,high/refactored-structure,04,0.9939317107200623
voyage-4-large@1024,high/refactored-structure,05,0.989985466003418
voyage-4-large@1024,high/refactored-structure,06,0.9956883788108826
voyage-4-large@1024,high/refactored-structure,07,0.9452978372573853
voyage-4-large@1024,high/refactored-structure,08,0.9749284386634827
voyage-4-large@1024,high/refactored-structure,09,0.9890442490577698
voyage-4-large@1024,high/refactored-structure,10,0.9784210324287415
voyage-4-large@1024,high/small-addition,01,0.9925338625907898
voyage-4-large@1024,high/small-addition,02,0.9896349310874939
voyage-4-large@1024,high/small-addition,03,0.9908386468887329
voyage-4-large@1024,high/small-addition,04,0.987159788608551
voyage-4-large@1024,high/small-addition,05,0.9477085471153259
voyage-4-large@1024,high/small-addition,06,0.9767115116119385
voyage-4-large@1024,high/small-addition,07,0.9922372102737427
voyage-4-large@1024,high/small-addition,08,0.9949196577072144
voyage-4-large@1024,high/small-addition,09,0.9797559976577759
voyage-4-large@1024,high/small-addition,10,0.978914737701416
voyage-4-large@1024,high/small-additions-large,01,0.9771890044212341
voyage-4-large@1024,high/small-additions-large,02,0.9949851632118225
voyage-4-large@1024,high/small-additions-large,03,0.991661012172699
voyage-4-large@1024,high/small-additions-large,04,0.9853764772415161
voyage-4-large@1024,high/small-additions-large,05,0.9935263991355896
voyage-4-large@1024,high/small-additions-large,06,0.9870108962059021
voyage-4-large@1024,high/small-additions-large,07,0.9920794367790222
voyage-4-large@1024,high/small-additions-large,08,0.9936056137084961
voyage-4-large@1024,high/small-additions-large,09,0.9947385191917419
voyage-4-large@1024,high/small-additions-large,10,0.9863778948783875
voyage-4-large@1024,high/different-algorithm,01,0.7904669046401978
voyage-4-large@1024,high/different-algorithm,02,0.7555487751960754
voyage-4-large@1024,high/different-algorithm,03,0.7665596008300781
voyage-4-large@1024,high/different-algorithm,04,0.7784845232963562
voyage-4-large@1024,high/different-algorithm,05,0.7996806502342224
voyage-4-large@1024,high/different-algorithm,06,0.8123077750205994
voyage-4-large@1024,high/different-algorithm,07,0.8030006885528564
voyage-4-large@1024,high/different-algorithm,08,0.8368059396743774
voyage-4-large@1024,high/different-algorithm,09,0.8434765338897705
voyage-4-large@1024,high/different-algorithm,10,0.8338679671287537
voyage-4-large@1024,high/transpiled,01,0.9541797041893005
voyage-4-large@1024,high/transpiled,02,0.9551036953926086
voyage-4-large@1024,high/transpiled,03,0.9310473203659058
voyage-4-large@1024,high/transpiled,04,0.9567210674285889
voyage-4-large@1024,high/transpiled,05,0.9686484932899475
voyage-4-large@1024,high/transpiled,06,0.9298216104507446
voyage-4-large@1024,high/transpiled,07,0.9331167936325073
voyage-4-large@1024,high/transpiled,08,0.940693736076355
voyage-4-large@1024,high/transpiled,09,0.9101520776748657
voyage-4-large@1024,high/transpiled,10,0.9394535422325134
voyage-4-large@1024,high/code-and-text,01,0.654922366142273
voyage-4-large@1024,high/code-and-text,02,0.5585035085678101
voyage-4-large@1024,high/code-and-text,03,0.703048050403595
voyage-4-large@1024,high/code-and-text,04,0.6403593420982361
voyage-4-large@1024,high/code-and-text,05,0.5574599504470825
voyage-4-large@1024,high/code-and-text,06,0.5329954624176025
voyage-4-large@1024,high/code-and-text,07,0.6496073007583618
voyage-4-large@1024,high/code-and-text,08,0.7182738184928894
voyage-4-large@1024,high/code-and-text,09,0.5680155158042908
voyage-4-large@1024,high/code-and-text,10,0.5535683035850525
voyage-4-large@1024,low/unrelated,01,0.300232470035553
voyage-4-large@1024,low/unrelated,02,0.32061874866485596
voyage-4-large@1024,low/unrelated,03,0.25870198011398315
voyage-4-large@1024,low/unrelated,04,0.349327027797699
voyage-4-large@1024,low/unrelated,05,0.3258952796459198
voyage-4-large@1024,low/unrelated,06,0.31737393140792847
voyage-4-large@1024,low/unrelated,07,0.22352227568626404
voyage-4-large@1024,low/unrelated,08,0.2232612520456314
voyage-4-large@1024,low/unrelated,09,0.3457692265510559
voyage-4-large@1024,low/unrelated,10,0.2963249385356903
voyage-4-large@1024,low/same-identifiers,01,0.8371164202690125
voyage-4-large@1024,low/same-identifiers,02,0.7052937746047974
voyage-4-large@1024,low/same-identifiers,03,0.6265825629234314
voyage-4-large@1024,low/same-identifiers,04,0.7850807309150696
voyage-4-large@1024,low/same-identifiers,05,0.8520717024803162
voyage-4-large@1024,low/same-identifiers,06,0.7729552388191223
voyage-4-large@1024,low/same-identifiers,07,0.7840474843978882
voyage-4-large@1024,low/same-identifiers,08,0.7002482414245605
voyage-4-large@1024,low/same-identifiers,09,0.8621775507926941
voyage-4-large@1024,low/same-identifiers,10,0.8181633353233337
voyage-4-large@1024,low/small-shared-fragment,01,0.3644300699234009
voyage-4-large@1024,low/small-shared-fragment,02,0.44780051708221436
voyage-4-large@1024,low/small-shared-fragment,03,0.5669170618057251
voyage-4-large@1024,low/small-shared-fragment,04,0.4522355794906616
voyage-4-large@1024,low/small-shared-fragment,05,0.5421310663223267
voyage-4-large@1024,low/small-shared-fragment,06,0.5343580842018127
voyage-4-large@1024,low/small-shared-fragment,07,0.2980928122997284
voyage-4-large@1024,low/small-shared-fragment,08,0.5344178676605225
voyage-4-large@1024,low/small-shared-fragment,09,0.4993419647216797
voyage-4-large@1024,low/small-shared-fragment,10,0.39139798283576965
voyage-4-large@1024,low/small-shared-fragments-large,01,0.5883758068084717
voyage-4-large@1024,low/small-shared-fragments-large,02,0.3579486906528473
voyage-4-large@1024,low/small-shared-fragments-large,03,0.46734240651130676
voyage-4-large@1024,low/small-shared-fragments-large,04,0.4925628900527954
voyage-4-large@1024,low/small-shared-fragments-large,05,0.5371767282485962
voyage-4-large@1024,low/small-shared-fragments-large,06,0.4998842477798462
voyage-4-large@1024,low/small-shared-fragments-large,07,0.4678037464618683
voyage-4-large@1024,low/small-shared-fragments-large,08,0.501475989818573
voyage-4-large@1024,low/small-shared-fragments-large,09,0.645502507686615
voyage-4-large@1024,low/small-shared-fragments-large,10,0.49603527784347534
voyage-4-large@1024,low/same-boilerplate,01,0.5400862097740173
voyage-4-large@1024,low/same-boilerplate,02,0.6494333744049072
voyage-4-large@1024,low/same-boilerplate,03,0.7698124051094055
voyage-4-large@1024,low/same-boilerplate,04,0.5167065858840942
voyage-4-large@1024,low/same-boilerplate,05,0.5846534371376038
voyage-4-large@1024,low/same-boilerplate,06,0.5804572105407715
voyage-4-large@1024,low/same-boilerplate,07,0.4850771129131317
voyage-4-large@1024,low/same-boilerplate,08,0.5814360976219177
voyage-4-large@1024,low/same-boilerplate,09,0.4420963227748871
voyage-4-large@1024,low/same-boilerplate,10,0.4990414083003998
voyage-4-large@1024,low/code-and-text,01,0.24452900886535645
voyage-4-large@1024,low/code-and-text,02,0.04868149757385254
voyage-4-large@1024,low/code-and-text,03,0.13141147792339325
voyage-4-large@1024,low/code-and-text,04,0.326506644487381
voyage-4-large@1024,low/code-and-text,05,0.15768128633499146
voyage-4-large@1024,low/code-and-text,06,0.2707640528678894
voyage-4-large@1024,low/code-and-text,07,0.17632967233657837
voyage-4-large@1024,low/code-and-text,08,0.2646380662918091
voyage-4-large@1024,low/code-and-text,09,0.0895426943898201
voyage-4-large@1024,low/code-and-text,10,-0.0015755571657791734
voyage-4-large@256,high/exact-copy,01,1.0
voyage-4-large@256,high/exact-copy,02,1.0
voyage-4-large@256,high/exact-copy,03,1.0
voyage-4-large@256,high/exact-copy,04,1.0
voyage-4-large@256,high/exact-copy,05,1.0
voyage-4-large@256,high/exact-copy,06,1.0
voyage-4-large@256,high/exact-copy,07,1.0
voyage-4-large@256,high/exact-copy,08,1.0
voyage-4-large@256,high/exact-copy,09,1.0000001192092896
voyage-4-large@256,high/exact-copy,10,1.0000001192092896
voyage-4-large@256,high/formatting,01,0.9754233360290527
voyage-4-large@256,high/formatting,02,0.9504044055938721
voyage-4-large@256,high/formatting,03,0.9158415794372559
voyage-4-large@256,high/formatting,04,0.9254039525985718
voyage-4-large@256,high/formatting,05,0.9351009130477905
voyage-4-large@256,high/formatting,06,0.9828399419784546
voyage-4-large@256,high/formatting,07,0.9869828224182129
voyage-4-large@256,high/formatting,08,0.9583841562271118
voyage-4-large@256,high/formatting,09,0.9569041728973389
voyage-4-large@256,high/formatting,10,0.9732773900032043
voyage-4-large@256,high/lang-similar-syntax,01,0.90547114610672
voyage-4-large@256,high/lang-similar-syntax,02,0.9715442061424255
voyage-4-large@256,high/lang-similar-syntax,03,0.8426766395568848
voyage-4-large@256,high/lang-similar-syntax,04,0.8347273468971252
voyage-4-large@256,high/lang-similar-syntax,05,0.9167606830596924
voyage-4-large@256,high/lang-similar-syntax,06,0.8787255883216858
voyage-4-large@256,high/lang-similar-syntax,07,0.889723002910614
voyage-4-large@256,high/lang-similar-syntax,08,0.8697547316551208
voyage-4-large@256,high/lang-similar-syntax,09,0.8746210932731628
voyage-4-large@256,high/lang-similar-syntax,10,0.7734465003013611
voyage-4-large@256,high/lang-different-syntax,01,0.7603501677513123
voyage-4-large@256,high/lang-different-syntax,02,0.8240371942520142
voyage-4-large@256,high/lang-different-syntax,03,0.9043586254119873
voyage-4-large@256,high/lang-different-syntax,04,0.888126015663147
voyage-4-large@256,high/lang-different-syntax,05,0.7320619225502014
voyage-4-large@256,high/lang-different-syntax,06,0.8520140647888184
voyage-4-large@256,high/lang-different-syntax,07,0.8958618640899658
voyage-4-large@256,high/lang-different-syntax,08,0.7830505967140198
voyage-4-large@256,high/lang-different-syntax,09,0.9212011098861694
voyage-4-large@256,high/lang-different-syntax,10,0.9537245035171509
voyage-4-large@256,high/renamed-identifiers,01,0.8956465721130371
voyage-4-large@256,high/renamed-identifiers,02,0.8357168436050415
voyage-4-large@256,high/renamed-identifiers,03,0.9131234884262085
voyage-4-large@256,high/renamed-identifiers,04,0.7949255108833313
voyage-4-large@256,high/renamed-identifiers,05,0.8506026268005371
voyage-4-large@256,high/renamed-identifiers,06,0.7835347652435303
voyage-4-large@256,high/renamed-identifiers,07,0.7495009899139404
voyage-4-large@256,high/renamed-identifiers,08,0.769575297832489
voyage-4-large@256,high/renamed-identifiers,09,0.8439925909042358
voyage-4-large@256,high/renamed-identifiers,10,0.8762650489807129
voyage-4-large@256,high/different-literals,01,0.8934158086776733
voyage-4-large@256,high/different-literals,02,0.8100248575210571
voyage-4-large@256,high/different-literals,03,0.8555071949958801
voyage-4-large@256,high/different-literals,04,0.9069175720214844
voyage-4-large@256,high/different-literals,05,0.9219931364059448
voyage-4-large@256,high/different-literals,06,0.8538545370101929
voyage-4-large@256,high/different-literals,07,0.8686087727546692
voyage-4-large@256,high/different-literals,08,0.9083867073059082
voyage-4-large@256,high/different-literals,09,0.8894553184509277
voyage-4-large@256,high/different-literals,10,0.7926869988441467
voyage-4-large@256,high/reordered-statements,01,0.9952499270439148
voyage-4-large@256,high/reordered-statements,02,0.9807848334312439
voyage-4-large@256,high/reordered-statements,03,0.9925665259361267
voyage-4-large@256,high/reordered-statements,04,0.9902528524398804
voyage-4-large@256,high/reordered-statements,05,0.9816592931747437
voyage-4-large@256,high/reordered-statements,06,0.9914560317993164
voyage-4-large@256,high/reordered-statements,07,0.9821970462799072
voyage-4-large@256,high/reordered-statements,08,0.9817035794258118
voyage-4-large@256,high/reordered-statements,09,0.9969149827957153
voyage-4-large@256,high/reordered-statements,10,0.9887039065361023
voyage-4-large@256,high/refactored-structure,01,0.9910256862640381
voyage-4-large@256,high/refactored-structure,02,0.9846152663230896
voyage-4-large@256,high/refactored-structure,03,0.9655656814575195
voyage-4-large@256,high/refactored-structure,04,0.9935968518257141
voyage-4-large@256,high/refactored-structure,05,0.9908081889152527
voyage-4-large@256,high/refactored-structure,06,0.9954303503036499
voyage-4-large@256,high/refactored-structure,07,0.9371567964553833
